index,x-value,pointwise error (4 s.f.),MAE (yes/no)
791,1.5707788619,5.716e+04,no
792,1.570779062,5.782e+04,no
793,1.5707792598,5.849e+04,no
794,1.5707794554,5.917e+04,no
795,1.5707796487,5.986e+04,no
796,1.5707798398,6.055e+04,no
797,1.5707800287,6.126e+04,no
798,1.5707802155,6.197e+04,no
799,1.5707804001,6.269e+04,no
800,1.5707805826,6.341e+04,no
801,1.570780763,6.415e+04,no
802,1.5707809413,6.49e+04,no
803,1.5707811176,6.565e+04,no
804,1.5707812919,6.641e+04,no
805,1.5707814642,6.718e+04,no
806,1.5707816345,6.796e+04,no
807,1.5707818028,6.875e+04,no
808,1.5707819692,6.955e+04,no
809,1.5707821337,7.036e+04,no
810,1.5707822964,7.117e+04,no
811,1.5707824571,7.2e+04,no
812,1.5707826161,7.284e+04,no
813,1.5707827732,7.368e+04,no
814,1.5707829285,7.454e+04,no
815,1.570783082,7.54e+04,no
816,1.5707832337,7.628e+04,no
817,1.5707833838,7.716e+04,no
818,1.5707835321,7.806e+04,no
819,1.5707836787,7.896e+04,no
820,1.5707838236,7.988e+04,no
821,1.5707839669,8.081e+04,no
822,1.5707841085,8.174e+04,no
823,1.5707842485,8.269e+04,no
824,1.5707843869,8.365e+04,no
825,1.5707845237,8.462e+04,no
826,1.5707846589,8.561e+04,no
827,1.5707847926,8.66e+04,no
828,1.5707849248,8.76e+04,no
829,1.5707850555,8.862e+04,no
830,1.5707851846,8.965e+04,no
831,1.5707853123,9.069e+04,no
832,1.5707854385,9.174e+04,no
833,1.5707855632,9.281e+04,no
834,1.5707856866,9.388e+04,no
835,1.5707858085,9.497e+04,no
836,1.570785929,9.607e+04,no
837,1.5707860482,9.719e+04,no
838,1.5707861659,9.832e+04,no
839,1.5707862824,9.946e+04,no
840,1.5707863974,1.006e+05,no
841,1.5707865112,1.018e+05,no
842,1.5707866237,1.03e+05,no
843,1.5707867349,1.042e+05,no
844,1.5707868448,1.054e+05,no
845,1.5707869534,1.066e+05,no
846,1.5707870608,1.078e+05,no
847,1.570787167,1.091e+05,no
848,1.570787272,1.103e+05,no
849,1.5707873757,1.116e+05,no
850,1.5707874783,1.129e+05,no
851,1.5707875797,1.142e+05,no
852,1.5707876799,1.155e+05,no
853,1.570787779,1.169e+05,no
854,1.5707878769,1.182e+05,no
855,1.5707879737,1.196e+05,no
856,1.5707880694,1.21e+05,no
857,1.5707881641,1.224e+05,no
858,1.5707882576,1.238e+05,no
859,1.5707883501,1.253e+05,no
860,1.5707884415,1.267e+05,no
861,1.5707885318,1.282e+05,no
862,1.5707886211,1.297e+05,no
863,1.5707887094,1.312e+05,no
864,1.5707887967,1.327e+05,no
865,1.570788883,1.342e+05,no
866,1.5707889683,1.358e+05,no
867,1.5707890526,1.374e+05,no
868,1.5707891359,1.39e+05,no
869,1.5707892183,1.406e+05,no
870,1.5707892998,1.422e+05,no
871,1.5707893803,1.439e+05,no
872,1.5707894599,1.455e+05,no
873,1.5707895386,1.472e+05,no
874,1.5707896164,1.489e+05,no
875,1.5707896933,1.506e+05,no
876,1.5707897693,1.524e+05,no
877,1.5707898444,1.542e+05,no
878,1.5707899187,1.56e+05,no
879,1.5707899921,1.578e+05,no
880,1.5707900647,1.596e+05,no
881,1.5707901364,1.614e+05,no
882,1.5707902074,1.633e+05,no
883,1.5707902775,1.652e+05,no
884,1.5707903468,1.671e+05,no
885,1.5707904153,1.691e+05,no
886,1.5707904831,1.71e+05,no
887,1.57079055,1.73e+05,no
888,1.5707906162,1.75e+05,no
